id,dominio_gabarito,features_refair,features_proxy_intersecao,features_dominio_ontologia,refair_dentro_do_dominio,refair_falsos_positivos
A39US8Ge,Music,gender; geography,gender; geography,artist; gender; geography; record label; user age,Sim,
A39US9Ge,Music,,gender; geography,artist; gender; geography; record label; user age,—,
A39US10Ge,Music,author; gender; textual references to people and their demographics,gender; geography,artist; gender; geography; record label; user age,Não,author; textual references to people and their demographics
A39US1Ll,Music,gender; geography,gender; geography,artist; gender; geography; record label; user age,Sim,
A39US2Ll,Music,gender; geography,gender; geography,artist; gender; geography; record label; user age,Sim,
A39US3Ll,Music,,gender; geography,artist; gender; geography; record label; user age,—,
A39US4Ll,Music,,gender; geography,artist; gender; geography; record label; user age,—,
A39US5Ll,Music,,gender; geography,artist; gender; geography; record label; user age,—,
A39US6Ll,Music,,gender; geography,artist; gender; geography; record label; user age,—,
A39US7Ll,Music,,gender; geography,artist; gender; geography; record label; user age,—,
A39US8Ll,Music,,gender; geography,artist; gender; geography; record label; user age,—,
A39US9Ll,Music,,gender; geography,artist; gender; geography; record label; user age,—,
A39US10Ll,Music,,gender; geography,artist; gender; geography; record label; user age,—,
A39US1O1,Music,gender; geography,gender; geography,artist; gender; geography; record label; user age,Sim,
A39US2O1,Music,age; gender; geography; race; sex,gender; geography,artist; gender; geography; record label; user age,Não,age; race; sex
A39US3O1,Music,age; ethnicity; gender; geography; sex,gender; geography,artist; gender; geography; record label; user age,Não,age; ethnicity; sex
A39US4O1,Music,age; gender; geography; race; sex,gender; geography,artist; gender; geography; record label; user age,Não,age; race; sex
A39US5O1,Music,,gender; geography,artist; gender; geography; record label; user age,—,
A39US6O1,Music,gender,gender; geography,artist; gender; geography; record label; user age,Sim,
A39US7O1,Music,geography; race,gender; geography,artist; gender; geography; record label; user age,Não,race
A39US8O1,Music,age; caste; gender; geography; race; sex,gender; geography,artist; gender; geography; record label; user age,Não,age; caste; race; sex
A39US9O1,Music,,gender; geography,artist; gender; geography; record label; user age,—,
A39US10O1,Music,gender; geography,gender; geography,artist; gender; geography; record label; user age,Sim,
A40US1Ge,Social Networks,,age; gender; sex,age; ethnicity; gender; geography; sex,—,
A40US2Ge,Social Networks,,age; gender; sex,age; ethnicity; gender; geography; sex,—,
A40US3Ge,Social Networks,,age; gender; sex,age; ethnicity; gender; geography; sex,—,
A40US4Ge,Social Networks,,age; gender; sex,age; ethnicity; gender; geography; sex,—,
A40US5Ge,Social Networks,,age; gender; sex,age; ethnicity; gender; geography; sex,—,
A40US6Ge,Social Networks,,age; gender; sex,age; ethnicity; gender; geography; sex,—,
A40US7Ge,Social Networks,,age; gender; sex,age; ethnicity; gender; geography; sex,—,
A40US8Ge,Social Networks,,age; gender; sex,age; ethnicity; gender; geography; sex,—,
A40US9Ge,Social Networks,,age; gender; sex,age; ethnicity; gender; geography; sex,—,
A40US10Ge,Social Networks,,age; gender; sex,age; ethnicity; gender; geography; sex,—,
A40US1Ll,Social Networks,age; ethnicity; gender; geography; sex,age; gender; sex,age; ethnicity; gender; geography; sex,Sim,
A40US2Ll,Social Networks,,age; gender; sex,age; ethnicity; gender; geography; sex,—,
A40US3Ll,Social Networks,age; gender; geography; race; sex,age; gender; sex,age; ethnicity; gender; geography; sex,Não,race
A40US4Ll,Social Networks,,age; gender; sex,age; ethnicity; gender; geography; sex,—,
A40US5Ll,Social Networks,activity; age; gender; geography; race; sex,age; gender; sex,age; ethnicity; gender; geography; sex,Não,activity; race
A40US6Ll,Social Networks,,age; gender; sex,age; ethnicity; gender; geography; sex,—,
A40US7Ll,Social Networks,age; gender; geography; race; sex,age; gender; sex,age; ethnicity; gender; geography; sex,Não,race
A40US8Ll,Social Networks,,age; gender; sex,age; ethnicity; gender; geography; sex,—,
A40US9Ll,Social Networks,age; gender; geography; race; sex,age; gender; sex,age; ethnicity; gender; geography; sex,Não,race
A40US10Ll,Social Networks,age; ethnicity; gender; geography; sex,age; gender; sex,age; ethnicity; gender; geography; sex,Sim,
A40US1O1,Social Networks,age; gender; geography; sex,age; gender; sex,age; ethnicity; gender; geography; sex,Sim,
A40US2O1,Social Networks,,age; gender; sex,age; ethnicity; gender; geography; sex,—,
A40US3O1,Social Networks,,age; gender; sex,age; ethnicity; gender; geography; sex,—,
A40US4O1,Social Networks,,age; gender; sex,age; ethnicity; gender; geography; sex,—,
A40US5O1,Social Networks,gender,age; gender; sex,age; ethnicity; gender; geography; sex,Sim,
A40US6O1,Social Networks,,age; gender; sex,age; ethnicity; gender; geography; sex,—,
A40US7O1,Social Networks,,age; gender; sex,age; ethnicity; gender; geography; sex,—,
A40US8O1,Social Networks,,age; gender; sex,age; ethnicity; gender; geography; sex,—,
A40US9O1,Social Networks,,age; gender; sex,age; ethnicity; gender; geography; sex,—,
A40US10O1,Social Networks,,age; gender; sex,age; ethnicity; gender; geography; sex,—,
A41US1Ge,Computer Vision,age; ethnicity; gender; race; sex,age; gender; geography; race; skin color; skin tone,age; disability; gender; geography; jersey color (athletes); race; skin color; skin tone; skin type; weight,Não,ethnicity; sex
A41US2Ge,Computer Vision,,age; gender; geography; race; skin color; skin tone,age; disability; gender; geography; jersey color (athletes); race; skin color; skin tone; skin type; weight,—,
A41US3Ge,Computer Vision,age; ethnicity; family wealth; financial status; gender; geography; race; sex,age; gender; geography; race; skin color; skin tone,age; disability; gender; geography; jersey color (athletes); race; skin color; skin tone; skin type; weight,Não,ethnicity; family wealth; financial status; sex
A41US4Ge,Computer Vision,,age; gender; geography; race; skin color; skin tone,age; disability; gender; geography; jersey color (athletes); race; skin color; skin tone; skin type; weight,—,
A41US5Ge,Computer Vision,,age; gender; geography; race; skin color; skin tone,age; disability; gender; geography; jersey color (athletes); race; skin color; skin tone; skin type; weight,—,
A41US6Ge,Computer Vision,textual references to people and their demographics,age; gender; geography; race; skin color; skin tone,age; disability; gender; geography; jersey color (athletes); race; skin color; skin tone; skin type; weight,Não,textual references to people and their demographics
A41US7Ge,Computer Vision,geography; race,age; gender; geography; race; skin color; skin tone,age; disability; gender; geography; jersey color (athletes); race; skin color; skin tone; skin type; weight,Sim,
